,merchant_name,broken_link_score,link_contact_us_exist,cu_email_exist,cu_phone_number_exist,link_about_us_exist,link_tnc_exist,tnc_refund_policy_exist,contact_us_score,tnc_score,links_response,website,fraud_score,label
150,BritishCouncilIndonesiaFoundation,100.0,1.0,1.0,0.0,1.0,1.0,0.0,66.66666666666666,50.0,No hyperlinks gathered,https://www.britishcouncilfoundation.id/,0.0,APPROVED
151,LOVECLOTHING,100.0,1.0,0.0,0.0,1.0,1.0,1.0,33.33333333333333,100.0,"{'https://www.loveclothing.top/waterproof-large-business-backpack-light-sky-blue-p-1194.html?zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/terms-and-conditions-ezp-1.html?chapter=10&zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/womens-handbags-c-199_200.html?zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/womens-watches-c-193_194.html?zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/returns-and-refund-ezp-2.html?chapter=10&zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/index.php?main_page=login&zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/makeup-toothbrush-brush-holder-brush-stand-blue-p-1153.html?zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/side-bang-short-layer-curly-synthetic-wig-black-p-1127.html?zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/vintage-faux-pearl-lever-back-earrings-gold-p-1186.html?zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout', 'https://www.loveclothing.top/sunglasses-c-195_225.html?zenid=ck5a3a6n42v58tidq8gmdl7p7b479upf': 'No Response/Timeout'}",http://www.loveclothing.top,0.0,APPROVED
152,onescare,100.0,1.0,0.0,0.0,1.0,1.0,0.0,33.33333333333333,50.0,No hyperlinks gathered,https://gladeals.com/,0.0,APPROVED
153,Alexagift,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,http://www.alexagift.com,1.0,APPROVED
154,BCDToys,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://bcdtoys.id/product/ring-donat/': '<Response [200]>', 'https://bcdtoys.id/?add-to-cart=1242': '<Response [200]>', 'https://bcdtoys.id/product/fun-doh-plastisin-mainan-masak-es-krim/': '<Response [200]>', 'https://bcdtoys.id/?add-to-cart=1240': '<Response [200]>', 'https://bcdtoys.id/product/piano-anak-karakter-hewan/': '<Response [200]>', 'https://bcdtoys.id/keranjang/': '<Response [200]>', 'https://bcdtoys.id/?add-to-cart=91': '<Response [200]>', 'https://bcdtoys.id/daftar-produk/': '<Response [200]>', 'https://bcdtoys.id/?add-to-cart=127': '<Response [200]>', 'https://bcdtoys.id/kontak-kami/': '<Response [200]>'}",bcdtoys.id,0.0,APPROVED
155,PTDEVINCIGROUPINDONESIA,0.0,1.0,1.0,0.0,0.0,1.0,1.0,66.66666666666666,100.0,"{'https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1&language=dutch': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/cart.php?a=confproduct&i=0': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/cart.php?gid=5': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1&language=turkish': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1&language=hungarian': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/refund.php': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1&language=english': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1&language=french': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/index.php?rp=/knowledgebase': '<Response [200]>', 'https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1&language=chinese': '<Response [200]>'}",https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1,0.0,APPROVED
156,Cv.KaruniaWebDesain,90.0,0.0,1.0,1.0,0.0,1.0,1.0,66.66666666666666,100.0,"{'https://niadesain.com/index.php?categoryID=91': '<Response [403]>', 'https://niadesain.com/index.php?aux_page=aux2': '<Response [403]>', 'https://niadesain.com/index.php?categoryID=100': '<Response [403]>', 'https://niadesain.com/index.php?categoryID=89': '<Response [403]>', 'https://niadesain.com/jl/upgrade.php': '<Response [403]>', 'https://niadesain.com/index.php?aux_page=aux17': '<Response [403]>', '': 'No Response/Timeout', 'https://ssl.comodo.com/ssl-ev-certificates-extended-validation': '<Response [200]>', 'https://niadesain.com/jl/index.php': '<Response [403]>', 'https://niadesain.com/info/informasi/cara-pembayaran-order-menggunakan-kartu-kredit.html': '<Response [403]>'}",https://niadesain.com,0.0,APPROVED
157,Cubinx,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.33333333333333,0.0,"{'https://cubinx.com/products?b=Moyu': '<Response [200]>', 'https://cubinx.com/products?b=SpeedCubeShop': '<Response [200]>', 'https://cubinx.com/login': '<Response [200]>', 'https://bulma.io/': '<Response [200]>', 'https://cubinx.com/shipping': '<Response [200]>', 'https://cubinx.com/about': '<Response [200]>', 'https://cubinx.com/products/?c=magnet': '<Response [200]>', 'https://cubinx.com/products/?c=puzzle_333': '<Response [200]>', 'https://cubinx.com/product/vortex-lubricant': '<Response [200]>', 'https://cubinx.com/product/magnet-n50-4x2': '<Response [200]>'}",https://cubinx.com,0.0,APPROVED
158,SukaLes,20.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'': 'No Response/Timeout', 'https://www.sukales.com/faq/': '<Response [200]>', 'https://www.sukales.com/layanan/': '<Response [200]>', 'https://www.sukales.com/': '<Response [200]>', 'https://www.sukales.com/kontak-kami/': '<Response [200]>', 'https://www.sukales.com/karir/': '<Response [200]>', 'https://www.sukales.com/tel:0812-4975-0808': '<Response [404]>', 'https://www.sukales.com/pendaftaran/': '<Response [200]>', 'https://www.sukales.com/gabung/': '<Response [200]>'}",https://www.sukales.com/,0.0,APPROVED
159,Goodherbal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www.goodherbal.id/bpjs/': '<Response [200]>', 'https://www.goodherbal.id/?add-to-cart=375': '<Response [200]>', 'https://www.goodherbal.id/?add-to-cart=384': '<Response [200]>', 'https://www.goodherbal.id/?add-to-cart=55': '<Response [200]>', 'https://www.goodherbal.id/payudara/': '<Response [200]>', 'https://www.goodherbal.id/?add-to-cart=505': '<Response [200]>', 'https://www.goodherbal.id/?add-to-cart=1608': '<Response [200]>', 'https://www.goodherbal.id/shop/xirat-60-kapsul/': '<Response [200]>', 'https://www.goodherbal.id/bikin-pria-jadi-strong/': '<Response [200]>', 'https://www.goodherbal.id/?add-to-cart=1279': '<Response [200]>'}",www.goodherbal.id,0.0,APPROVED
160,CactusBooks,100.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://www.cactusbooks.net/pre': '<Response [403]>', 'https://www.cactusbooks.net/search&keyword=mediakita': '<Response [403]>', 'https://www.cactusbooks.net/blog': '<Response [403]>', 'https://www.cactusbooks.net/fiksi/fiksi-puisi': '<Response [403]>', 'https://www.cactusbooks.net/kisah-tanah-jawa.html': '<Response [403]>', 'https://www.cactusbooks.net/search&keyword=novel%20jepang': '<Response [403]>', 'https:///www.cactusbooks.net/faq': 'No Response/Timeout', 'https:///www.cactusbooks.net/quick-login': 'No Response/Timeout', 'https://www.cactusbooks.net/search&keyword=musik': '<Response [403]>', 'https://www.cactusbooks.net/non-fiksi/non-fiksi-religi': '<Response [403]>'}",https://www.cactusbooks.net/,0.0,APPROVED
161,Dekorie,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,https://dekorie.com/,1.0,APPROVED
162,CVanekaTirtaabadi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,Https://cvatb.com,1.0,APPROVED
163,ColourYoga,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www.colouryoga.com/classes/gentle-yoga/': '<Response [200]>', 'https://www.colouryoga.com/classes/basic-iyengar/': '<Response [200]>', 'https://www.colouryoga.com/classes/yin-yoga/': '<Response [200]>', 'https://www.colouryoga.com/classes/basic-yoga/': '<Response [200]>', 'https://www.colouryoga.com/classes/therapeutic-yoga/': '<Response [200]>', 'https://www.colouryoga.com/classes/special-child-yoga/': '<Response [200]>', 'https://www.colouryoga.com/classes/kids-yoga/': '<Response [200]>', 'https://www.colouryoga.com/articles/': '<Response [200]>', 'https://www.colouryoga.com/contact/': '<Response [200]>', 'https://www.colouryoga.com/classes/beginner-core/': '<Response [200]>'}",https://www.colouryoga.com,0.0,APPROVED
164,WinstonSmithLady,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'': 'No Response/Timeout', 'https://winstonsmithlady.com/collections/casual': '<Response [200]>', 'https://winstonsmithlady.com/search': '<Response [200]>', 'https://winstonsmithlady.com/collections/mules/products/kelly': '<Response [200]>', 'https://winstonsmithlady.com/cart': '<Response [200]>', 'https://winstonsmithlady.com/products/hazel': '<Response [200]>', 'https://winstonsmithlady.com/collections/mules/products/aveline': '<Response [200]>', 'https://winstonsmithlady.com/collections/mules/products/claire': '<Response [200]>', 'https://winstonsmithlady.com/collections/sneakers/Sneakers': '<Response [200]>', 'https://winstonsmithlady.com/collections/sandals/Sandals': '<Response [200]>'}",winstonsmithlady.com,0.0,APPROVED
165,i-blend,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'http://www.specificfeeds.com/widgets/emailSubscribeEncFeed/V0xsTzIxTUxaRXJIQUU4NFZJSldCY28wNkcyeU9wYzF3WHlpUFpKbXFvOWsrbk1KRFRON2JGNEVLOWR5SHI4SkJ1UnpDTXl6cnd0RUFDYXhEM1RwNHJ3YWhjNnFHalBtdm9iNC9Xd3pOdTZrMHdqNFZoUmpSNVNseFgwbzA2dmF8ekhheC9aWVlxano0ZmtYLzBmazU2VkhHMjlDeEpjY1JPZlBncGF2bFFjST0=/OA==/': '<Response [200]>', 'https://www.i-blend.shop/featured_item/smoothie-2/': '<Response [200]>', 'https://www.i-blend.shop/feed/': '<Response [200]>', '': 'No Response/Timeout', 'https://www.i-blend.shop/id/recipe/': '<Response [200]>', 'https://www.i-blend.shop/make-the-right-juice-with-a-blender-of-high-grade-food-materials-to-keep-the-nutrition/#respond': '<Response [200]>', 'https://www.i-blend.shop/featured_item/strawberry-shortcake/': '<Response [200]>', 'https://www.i-blend.shop/featured_item/banana-2/': '<Response [200]>', 'https://www.i-blend.shop/featured_item/pomegranate-cherry-2/': '<Response [200]>', 'https://www.i-blend.shop/featured_item/blueberry-pear-2/': '<Response [200]>'}",https://www.i-blend.shop/,0.0,APPROVED
166,Herbalife-NurulMuhtadin,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,www.numuhta.goherbalife.com,1.0,APPROVED
167,Soepshop,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www-soepshop-com.myshopify.com/search': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/collections/new/products/kasumi-dress-black-brown': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/collections/bottom': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/collections/best-seller': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/pages/about-us': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/collections/new/products/hachi-top-cream-khaki': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/pages/shipping-policy': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/collections/sale': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/collections/dress-women': '<Response [200]>', 'https://www-soepshop-com.myshopify.com/collections/soepshop-x-greater-good': '<Response [200]>'}",https://www-soepshop-com.myshopify.com/,0.0,APPROVED
168,PTNEWRATNAMOTOR,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www.andalanrental.com/product/toyota-camry-daily/': '<Response [200]>', 'https://www.andalanrental.com/my-account/': '<Response [200]>', 'https://www.andalanrental.com/long-term-services/rental-cars/?2842_product_cat%5B0%5D=124&2842_filtered=true': '<Response [200]>', 'https://www.andalanrental.com/about-us/': '<Response [200]>', '': 'No Response/Timeout', 'https://web.whatsapp.com/send?phone=6281391471753&text=Andalan%20Rental%20%20Excellent%20Partner%20For%20Your%20Business%20https://www.andalanrental.com': '<Response [200]>', 'https://www.andalanrental.com/my-account/orders/': '<Response [200]>', 'https://www.andalanrental.com/my-account/lost-password/': '<Response [200]>', 'https://www.andalanrental.com/service-articles/': '<Response [200]>', 'https://www.andalanrental.com/rental-forklifts/': '<Response [200]>'}",https://www.andalanrental.com,0.0,APPROVED
169,AoraJewelry,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://aorajewelry.com/collections/earrings/products/earrings-4er15': '<Response [200]>', 'https://aorajewelry.com/collections/ladies-ring': '<Response [200]>', 'https://aorajewelry.com/collections/earrings/products/moon-and-star-diamond-earrings-4er76': '<Response [200]>', 'https://aorajewelry.com/collections/all': '<Response [200]>', 'https://aorajewelry.com/a/wishlist': '<Response [200]>', 'https://aorajewelry.com/collections/bangles-and-bracelets/products/bangle-2bg63': '<Response [200]>', 'https://aorajewelry.com/collections/earrings/products/eardrop-diamond-earrings-4er73': '<Response [200]>', 'https://aorajewelry.com/collections/mens-ring': '<Response [200]>', 'https://aorajewelry.com/collections/ladies-ring/products/ring-6lr191': '<Response [200]>', 'https://aorajewelry.com/collections/ladies-ring/products/ladies-ring-6lr189': '<Response [200]>'}",www.aorajewelry.com,0.0,APPROVED
170,HotelCleopatra,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://cleopatrahotel.co.id/en/quick-order': '<Response [200]>', 'https://cleopatrahotel.co.id/en/': '<Response [200]>', 'https://cleopatrahotel.co.id/en/login?back=my-account': '<Response [200]>', 'https://cleopatrahotel.co.id/en/content/3-terms-and-conditions': '<Response [200]>', 'https://cleopatrahotel.co.id/en/hotel-cleopatra-sukabumi/8-room-double-superior.html': '<Response [200]>', 'https://cleopatrahotel.co.id/en/content/4-about-us': '<Response [200]>', 'https://cleopatrahotel.co.id/en/content/1-privacy-policy': '<Response [200]>', 'https://cleopatrahotel.co.id/en/contact-us': '<Response [200]>', 'https://cleopatrahotel.co.id/en/content/2-refund-policy': '<Response [200]>'}",https://cleopatrahotel.co.id,0.0,APPROVED
171,Xtremecellular,100.0,0.0,1.0,1.0,1.0,0.0,1.0,66.66666666666666,50.0,No hyperlinks gathered,www.xtremecellular.com,0.0,APPROVED
172,WhereisWayan?,100.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,50.0,No hyperlinks gathered,https://www.whereiswayan.com,0.0,APPROVED
173,SENCOMMUNITY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,"{'https://www.sencommunity.id/live/index.php/content-views/archived-view': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/k2-pages/k2-item': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/content-views/category-blog-view': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/features/add-ons': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/user-pages/login-form': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/k2-categories/etiam-viverra': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/k2-categories/maecenas-blandit': '<Response [200]>', 'https://www.youjoomla.com/': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/joomla-pages/contacts': '<Response [200]>', 'https://www.sencommunity.id/live/index.php/user-pages/user-regisrtation': '<Response [200]>'}",www.sencommunity.id/live,0.0,APPROVED
174,CertifiedSkillsAcademy,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,50.0,"{'https://www.certifiedskills.academy/product/ms1051600050/': '<Response [200]>', 'https://www.certifiedskills.academy/product-category/business/marketing/': '<Response [200]>', 'https://www.certifiedskills.academy/developer/': '<Response [200]>', 'https://www.certifiedskills.academy/product/ms1052700171/': '<Response [200]>', 'https://www.certifiedskills.academy/promo/': '<Response [200]>', 'https://www.certifiedskills.academy/mpp-it-support/': '<Response [200]>', 'https://www.certifiedskills.academy/enterprise/': '<Response [200]>', 'https://www.certifiedskills.academy/product-category/microsoft/microsoft_mechnology_associate/': '<Response [200]>', 'https://www.certifiedskills.academy/product/ms1051700070/': '<Response [200]>', 'https://www.certifiedskills.academy/product-category/developer/': '<Response [200]>'}",www.certifiedskills.academy,0.0,APPROVED
175,ebookmahasiswa,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,https://ebookmahasiswa.com,1.0,APPROVED
176,Oedel,10.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://oedel.id/collections/pants-batik': '<Response [200]>', 'https://oedel.id/collections/t-shirt': '<Response [200]>', 'https://oedel.id/collections/jacket': '<Response [200]>', 'https://oedel.id/products/unisex-shirt-batik-indonesia': '<Response [200]>', 'https://oedel.id/collections/on-sale': '<Response [200]>', 'https://oedel.id/search': '<Response [200]>', 'https://oedel.id/products/unisex-batik-shirt-peacock': '<Response [200]>', 'https://oedel.id/collections/bikini-batik': '<Response [200]>', '': 'No Response/Timeout', 'https://www.shopify.com/?utm_campaign=poweredby&utm_medium=shopify&utm_source=onlinestore': '<Response [200]>'}",https://oedel.id,0.16666666666666666,APPROVED
177,Parnozh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www.parnozh.com/communities': '<Response [200]>', 'https://www.parnozh.com/communities/klen-nganjuk': '<Response [200]>', 'https://www.parnozh.com/products?filters%5Bselling_format%5D=1': '<Response [200]>', 'https://www.parnozh.com/communities/pdgd-lovebird': '<Response [200]>', 'https://www.parnozh.com/login': '<Response [200]>', 'https://www.parnozh.com/refund': '<Response [200]>', 'https://www.parnozh.com/contact': '<Response [200]>', 'https://www.parnozh.com/communities/abf-semarang': '<Response [200]>', 'https://www.parnozh.com/about': '<Response [200]>', 'https://www.parnozh.com/communities/braon-bird': '<Response [200]>'}",https://www.parnozh.com,0.0,APPROVED
178,PKBMSUKSES,0.0,1.0,0.0,0.0,1.0,1.0,1.0,33.33333333333333,100.0,"{'http://pkbmsukses.com/register/': '<Response [200]>', 'http://pkbmsukses.com/members/rosidah/': '<Response [200]>', 'http://pkbmsukses.com/members/contributor/': '<Response [200]>', 'http://pkbmsukses.com/members/nicole/': '<Response [200]>', 'http://pkbmsukses.com/members/christopher/': '<Response [200]>', 'http://pkbmsukses.com/recovery/': '<Response [200]>', 'http://pkbmsukses.com/members/bocahtuanakal789/': '<Response [200]>', 'http://pkbmsukses.com/category/berita/': '<Response [200]>', 'http://pkbmsukses.com/members/admin/': '<Response [200]>', 'http://pkbmsukses.com/members/sophie/': '<Response [200]>'}",http://pkbmsukses.com/,0.0,APPROVED
179,Parlent,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://parlentworld.com/product/royal/?color=black': '<Response [200]>', 'https://parlentworld.com/product/luxor/': '<Response [200]>', 'https://parlentworld.com/my-account/': '<Response [200]>', 'https://parlentworld.com/product/luxor/#reviews': '<Response [200]>', 'https://parlentworld.com/inspiration-2/': '<Response [200]>', '': 'No Response/Timeout', 'https://parlentworld.com/product/gallant/?color=silver': '<Response [200]>', 'https://parlentworld.com/product/luxor/?color=black': '<Response [200]>', 'https://parlentworld.com/product/wood/?color=black': '<Response [200]>', 'https://parlentworld.com/my-account/my-voucher/': '<Response [200]>'}",https://parlentworld.com,0.0,APPROVED
180,KEDAITAS,100.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://kedaitas.com/?add_to_wishlist=3039': '<Response [406]>', 'https://kedaitas.com/product/tas-wanita-crossbody-kw-kulit-pu-leather-simple-envelope-bag-perempuan/': '<Response [406]>', 'https://kedaitas.com/product/pu-leather-women-shoulder-bag-female-causal-handbag/': '<Response [406]>', 'https://kedaitas.com/product/vintage-handbag-women-bags-double-zipper-casual-shoulder-bag-ladies/': '<Response [406]>', 'https://kedaitas.com/product-category/crossbody-bags/': '<Response [406]>', 'https://kedaitas.com/?add_to_wishlist=2982': '<Response [406]>', 'https://kedaitas.com/?add_to_wishlist=4313': '<Response [406]>', 'https://kedaitas.com/product/backpacks-for-teenager-kids-polyester-school-bags/': '<Response [406]>', 'https://kedaitas.com/?add_to_wishlist=4062': '<Response [406]>', 'https://kedaitas.com/product/long-wallet-male-leather-coin-purse-men-zipper-card-holder/': '<Response [406]>'}",https://kedaitas.com/,0.0,APPROVED
181,A7PRO,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,https://a7pro.id,1.0,APPROVED
182,JeggerStore,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,https://www.jeggerstore.com/,1.0,APPROVED
183,Qimora,50.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://www.houseofqimora.com/privacy-policy/': '<Response [200]>', 'https://www.houseofqimora.com/my-account/lost-password/': '<Response [200]>', 'https://www.houseofqimora.com/cart/': '<Response [200]>', 'https://www.houseofqimora.com/product/tree-branch-ring/': '<Response [200]>', 'https://www.houseofqimora.com/product-category/colibri/': '<Response [200]>', '': 'No Response/Timeout', 'https://www.houseofqimora.com/portfolio/qimora-by-le-ciel/tatjana-saphira/': '<Response [404]>', 'https://www.houseofqimora.com/portfolio/qimora-by-le-ciel/jennifer-lopez/': '<Response [404]>', 'https://www.houseofqimora.com/portfolio/qimora-by-le-ciel/agnez-mo/': '<Response [404]>', 'https://www.houseofqimora.com/portfolio/qimora-by-le-ciel/juliana-nalu/': '<Response [404]>'}",www.houseofqimora.com,0.0,APPROVED
184,Coier,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,Coier.co,1.0,APPROVED
185,NYETAK.ID,0.0,0.0,1.0,1.0,0.0,1.0,1.0,66.66666666666666,100.0,"{'https://www.nyetak.id/product.php?product_id=6': '<Response [200]>', 'https://bazar.nyetak.id/index.php?appid=product&cat_id=6': '<Response [200]>', 'https://www.nyetak.id/product.php?product_id=4': '<Response [200]>', 'https://www.nyetak.id/product.php?product_id=1': '<Response [200]>', 'https://www.nyetak.id/cara_bayar.php': '<Response [200]>', 'https://nyetak.id/kreator-nyetak.php': '<Response [200]>', 'https://bazar.nyetak.id/index.php?appid=product&cat_id=4': '<Response [200]>', 'https://bazar.nyetak.id/index.php?appid=product&cat_id=8': '<Response [200]>', 'https://www.nyetak.id/editor.php?product=10': '<Response [200]>', 'https://www.nyetak.id/product.php?product_id=12': '<Response [200]>'}",www.nyetak.id,0.0,APPROVED
186,Businesstest,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,www.businesspartnership.com,1.0,APPROVED
187,distributormci,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://bioglassaslimci.com/seminar-edukasi-tentang-mci-di-banjarmasin/#respond': '<Response [200]>', 'https://telegram.me/share/url?url=https://bioglassaslimci.com/seminar-edukasi-tentang-mci-di-banjarmasin/': '<Response [200]>', 'https://bioglassaslimci.com/produk/paket-hot-deal-24-februari-02-maret-2020-4/': '<Response [200]>', 'https://bioglassaslimci.com/faq/': '<Response [200]>', 'https://bioglassaslimci.com/testimoni-untuk-bayi/': '<Response [200]>', 'https://bioglassaslimci.com/tag/promo-hot-deal-oktober/': '<Response [200]>', 'https://bioglassaslimci.com/paket-hot-deal-februari-new-promo/': '<Response [200]>', 'https://bioglassaslimci.com/testimoni-wasir/': '<Response [200]>', 'https://bioglassaslimci.com/testimoni-asma-2/': '<Response [200]>', 'https://bioglassaslimci.com/?add-to-cart=2332': '<Response [200]>'}",https://bioglassaslimci.com,0.0,APPROVED
188,everinmall,100.0,0.0,1.0,1.0,1.0,1.0,0.0,66.66666666666666,50.0,No hyperlinks gathered,Everinmall.com,0.0,APPROVED
189,SolefulIndonesia,100.0,0.0,1.0,1.0,0.0,1.0,1.0,66.66666666666666,100.0,No hyperlinks gathered,https://www.solefulindonesia.com/,0.0,APPROVED
190,thegoodfriendsshop,100.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://thegoodfriendsshop.com/fashion/': '<Response [403]>', 'https://thegoodfriendsshop.com/shoes/': '<Response [403]>', 'https://thegoodfriendsshop.com/spinkie/': '<Response [403]>', 'https://thegoodfriendsshop.com/about-us': '<Response [403]>', 'https://thegoodfriendsshop.com/kids/': '<Response [403]>', '': 'No Response/Timeout', 'https://thegoodfriendsshop.com/': '<Response [403]>', 'https://thegoodfriendsshop.com/ethnic/': '<Response [403]>', 'https://thegoodfriendsshop.com/new-arrivals/': '<Response [403]>', 'https://thegoodfriendsshop.com/terms-policy-and-privacy': '<Response [403]>'}",https://thegoodfriendsshop.com,0.0,APPROVED
191,StylishArmor,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://stylisharmor.com/pages/contact-us': '<Response [200]>', 'https://apps.apple.com/us/app/stylish-armor/id1457816649': '<Response [404]>', 'https://stylisharmor.com/cart': '<Response [200]>', 'https://shopee.co.id/stylish77': '<Response [200]>', 'https://www.pinterest.com/': '<Response [200]>', 'https://stylisharmor.com/collections/pants': '<Response [200]>', 'https://fancy.com/fancyit/login?next=https%3A//fancy.com/fancyit%3FItemURL%3Dhttps%3A//stylisharmor.com%26Title%3Dstylisharmor': '<Response [200]>', 'https://stylisharmor.com/search': '<Response [200]>', 'https://stylisharmor.com/products/stylisharmor-turtleneck-jacket': '<Response [200]>', 'https://pixelunion.net/': '<Response [200]>'}",http://stylisharmor.com/,0.0,APPROVED
192,NomadWatchWorksID,100.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,50.0,No hyperlinks gathered,https://www.nomadwatchworksid.com,0.0,APPROVED
193,Kotakulit,100.0,1.0,0.0,0.0,0.0,0.0,1.0,33.33333333333333,50.0,No hyperlinks gathered,http://www.kotakulit.com,0.0,APPROVED
194,Kitchenited,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,https://kitchenited.com,1.0,APPROVED
195,STEIITB,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,http://ichveps.org/,1.0,APPROVED
196,TOKOPEDIA,25.0,0.0,1.0,1.0,1.0,1.0,1.0,66.66666666666666,100.0,"{'': 'No Response/Timeout', 'https://www.bridestory.com/id': '<Response [200]>', 'https://seal.controlcase.com/index.php?page=showCert&cId=3968489199': '<Response [200]>', 'https://www.parentstory.com/': '<Response [200]>'}",https://www.tokopedia.com,0.0,APPROVED
